internal_id,place_type,name_en,name_bn,parent_id,parent_name,website,wikipedia_title,wikipedia_url,r2_image_url,original_image_url,summary,enriched
UPA_44,Upazila,Companiganj,কোম্পানীগঞ্জ,DIST_5,নোয়াখালী,companiganj.noakhali.gov.bd,কোম্পানীগঞ্জ উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%95%E0%A7%8B%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BE%E0%A6%A8%E0%A7%80%E0%A6%97%E0%A6%9E%E0%A7%8D%E0%A6%9C%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,,,"কোম্পানীগঞ্জ উপজেলা নামে বাংলাদেশে দুইটি উপজেলা রয়েছে। যথা:

কোম্পানীগঞ্জ উপজেলা, সিলেট
কোম্পানীগঞ্জ উপজেলা, নোয়াখালী",True
UPA_45,Upazila,Begumganj,বেগমগঞ্জ,DIST_5,নোয়াখালী,begumganj.noakhali.gov.bd,বেগমগঞ্জ উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%AC%E0%A7%87%E0%A6%97%E0%A6%AE%E0%A6%97%E0%A6%9E%E0%A7%8D%E0%A6%9C%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/begumganj_upa_45.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/eb/Begumganj_in_Chattogram_division_%28Bangladesh%29.svg/960px-Begumganj_in_Chattogram_division_%28Bangladesh%29.svg.png?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,বেগমগঞ্জ উপজেলা বাংলাদেশের নোয়াখালী জেলার অন্তর্গত একটি প্রশাসনিক এলাকা। সোনাইমুড়ি বিভক্ত হওয়ার আগে এটি ছিল জনসংখ্যার দিক থেক বাংলাদেশের সবচেয়ে বড় উপজেলা। ১৯৮২ সালে নোয়াখালী জেলার একটি প্রশাসনিক থানা হিসেবে এটি প্রতিষ্ঠিত হয় এবং ১৯৮১ সালের আদমশুমারি অনুসারে এটি বাংলাদেশের সবচেয়ে বড় থানা হিসেবে চিহ্নিত হয়েছিল।,True
UPA_46,Upazila,Hatia,হাতিয়া,DIST_5,নোয়াখালী,hatia.noakhali.gov.bd,হাতিয়া উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%B9%E0%A6%BE%E0%A6%A4%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/hatia_upa_46.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d7/Hatiya_in_Chattogram_division_%28Bangladesh%29.svg/960px-Hatiya_in_Chattogram_division_%28Bangladesh%29.svg.png?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,"হাতিয়া বাংলাদেশের নোয়াখালী জেলার অন্তর্গত একটি দ্বীপাঞ্চল উপজেলা। যেটি বাংলাদেশের মূল ভূখণ্ড থেকে ১৭ কিলোমিটার দক্ষিণে অবস্থিত বঙ্গোপসাগর এর বুকে  একটি দ্বীপ। এটি বাংলাদেশের বৃহত্তম উপজেলা। অপরদিকে, হাতিয়া শহরের আয়তন ৩৬ বর্গ কিলোমিটার। হাতিয়া উপজেলাতে বিভিন্ন পর্যটন কেন্দ্র রয়েছে। এর মধ্যে নিঝুমদ্বীপ অন্যতম।",True
UPA_47,Upazila,Subarnachar,সুবর্ণচর,DIST_5,নোয়াখালী,subarnachar.noakhali.gov.bd,সুবর্ণচর উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%B8%E0%A7%81%E0%A6%AC%E0%A6%B0%E0%A7%8D%E0%A6%A3%E0%A6%9A%E0%A6%B0%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/subarnachar_upa_47.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/24/Subarnachar_in_Chattogram_division_%28Bangladesh%29.svg/960px-Subarnachar_in_Chattogram_division_%28Bangladesh%29.svg.png?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,সুবর্ণচর উপজেলা বাংলাদেশের নোয়াখালী জেলার অন্তর্গত একটি উপজেলা। ২০০৪ সালে নোয়াখালী সদর উপজেলা বিভক্ত করে দুটি উপজেলা ভাগ করা হয় এবং  একটি উপজেলার নাম রাখা হয় সুবর্ণচর উপজেলা। অপর উপজেলার নাম কবিরহাট উপজেলা।,True
UPA_48,Upazila,Kabirhat,কবিরহাট,DIST_5,নোয়াখালী,kabirhat.noakhali.gov.bd,কবিরহাট উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%95%E0%A6%AC%E0%A6%BF%E0%A6%B0%E0%A6%B9%E0%A6%BE%E0%A6%9F%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/kabirhat_upa_48.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/08/Kabirhat_in_Chattogram_division_%28Bangladesh%29.svg/960px-Kabirhat_in_Chattogram_division_%28Bangladesh%29.svg.png?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,কবিরহাট উপজেলা বাংলাদেশের নোয়াখালী জেলার একটি প্রশাসনিক এলাকা। ২০০৬ সালে নোয়াখালী সদর উপজেলা ভেঙ্গে কবিরহাট উপজেলা ও সুবর্ণচর উপজেলা গঠন কর হয়।,True
UPA_49,Upazila,Senbug,সেনবাগ,DIST_5,নোয়াখালী,senbug.noakhali.gov.bd,সেনবাগ উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%B8%E0%A7%87%E0%A6%A8%E0%A6%AC%E0%A6%BE%E0%A6%97%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/senbug_upa_49.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6c/Senbagh_in_Chattogram_division_%28Bangladesh%29.svg/960px-Senbagh_in_Chattogram_division_%28Bangladesh%29.svg.png?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,সেনবাগ উপজেলা বাংলাদেশের নোয়াখালী জেলার একটি প্রশাসনিক এলাকা।,True
UPA_50,Upazila,Chatkhil,চাটখিল,DIST_5,নোয়াখালী,chatkhil.noakhali.gov.bd,চাটখিল উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%9A%E0%A6%BE%E0%A6%9F%E0%A6%96%E0%A6%BF%E0%A6%B2%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/chatkhil_upa_50.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/26/Chatkhil_in_Chattogram_division_%28Bangladesh%29.svg/960px-Chatkhil_in_Chattogram_division_%28Bangladesh%29.svg.png?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,চাটখিল বাংলাদেশের নোয়াখালী জেলার অন্তর্গত একটি উপজেলা। আয়তনের দিক থেকে নোয়াখালী জেলার ক্ষুদ্রতম থানা হিসেবে ১৯৭৭ সালের ২ ফেব্রুয়ারি রামগঞ্জ থানাকে দুই ভাগ করে পূর্বাংশ চাটখিলকে থানায় রূপান্তর করা হয়। পরবর্তীতে ১৯৮৩ সালে এটিকে উপজেলায় রূপান্তর করা হয়।,True
UPA_51,Upazila,Sonaimori,সোনাইমুড়ী,DIST_5,নোয়াখালী,sonaimori.noakhali.gov.bd,সোনাইমুড়ি উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%B8%E0%A7%8B%E0%A6%A8%E0%A6%BE%E0%A6%87%E0%A6%AE%E0%A7%81%E0%A6%A1%E0%A6%BC%E0%A6%BF%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/sonaimori_upa_51.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c4/Sonaimuri_in_Chattogram_division_%28Bangladesh%29.svg/960px-Sonaimuri_in_Chattogram_division_%28Bangladesh%29.svg.png?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,"সোনাইমুড়ি উপজেলা বাংলাদেশের নোয়াখালী জেলার অন্তর্গত একটি উপজেলা, এটি ২০০৫ সালে গঠিত হয়েছে। বেগমগঞ্জ উপজেলা ভেঙ্গে সোনাইমুড়ি উপজেলা গঠিত হয়েছে।",True
UPA_52,Upazila,Haimchar,হাইমচর,DIST_6,চাঁদপুর,haimchar.chandpur.gov.bd,হাইমচর উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%B9%E0%A6%BE%E0%A6%87%E0%A6%AE%E0%A6%9A%E0%A6%B0%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/haimchar_upa_52.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/50/Haimchar_in_Chattogram_division_%28Bangladesh%29.svg/960px-Haimchar_in_Chattogram_division_%28Bangladesh%29.svg.png?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,হাইমচর বাংলাদেশের চাঁদপুর জেলার অন্তর্গত একটি উপজেলা।,True
UPA_53,Upazila,Kachua,কচুয়া,DIST_6,চাঁদপুর,kachua.chandpur.gov.bd,কচুয়া উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%95%E0%A6%9A%E0%A7%81%E0%A6%AF%E0%A6%BC%E0%A6%BE%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,,,"কচুয়া উপজেলা নামে বাংলাদেশে দুইটি উপজেলা রয়েছে। যথা:

কচুয়া উপজেলা, চাঁদপুর
কচুয়া উপজেলা, বাগেরহাট",True
UPA_54,Upazila,Shahrasti,শাহরাস্তি,DIST_6,চাঁদপুর,shahrasti.chandpur.gov.bd,শাহরাস্তি উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%B6%E0%A6%BE%E0%A6%B9%E0%A6%B0%E0%A6%BE%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A6%BF%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/shahrasti_upa_54.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7a/Shahrasti_in_Chattogram_division_%28Bangladesh%29.svg/960px-Shahrasti_in_Chattogram_division_%28Bangladesh%29.svg.png?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,শাহরাস্তি বাংলাদেশের চাঁদপুর জেলার অন্তর্গত একটি উপজেলা।,True
UPA_55,Upazila,Chandpur Sadar,চাঁদপুর সদর,DIST_6,চাঁদপুর,sadar.chandpur.gov.bd,চাঁদপুর সদর উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%9A%E0%A6%BE%E0%A6%81%E0%A6%A6%E0%A6%AA%E0%A7%81%E0%A6%B0%20%E0%A6%B8%E0%A6%A6%E0%A6%B0%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/chandpur_sadar_upa_55.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/86/Chandpur_Sadar_in_Chattogram_division_%28Bangladesh%29.svg/960px-Chandpur_Sadar_in_Chattogram_division_%28Bangladesh%29.svg.png?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,চাঁদপুর সদর চট্টগ্রাম বিভাগের চাঁদপুর জেলার অন্তর্গত একটি উপজেলা।,True
UPA_56,Upazila,Matlab South,মতলব দক্ষিণ,DIST_6,চাঁদপুর,matlabsouth.chandpur.gov.bd,মতলব দক্ষিণ উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%AE%E0%A6%A4%E0%A6%B2%E0%A6%AC%20%E0%A6%A6%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BF%E0%A6%A3%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/matlab_south_upa_56.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/66/Matlab_Dakshin_in_Chattogram_division_%28Bangladesh%29.svg/960px-Matlab_Dakshin_in_Chattogram_division_%28Bangladesh%29.svg.png?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,মতলব দক্ষিণ বাংলাদেশের চাঁদপুর জেলার অন্তর্গত একটি উপজেলা।,True
UPA_57,Upazila,Hajiganj,হাজীগঞ্জ,DIST_6,চাঁদপুর,hajiganj.chandpur.gov.bd,হাজীগঞ্জ উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%B9%E0%A6%BE%E0%A6%9C%E0%A7%80%E0%A6%97%E0%A6%9E%E0%A7%8D%E0%A6%9C%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/hajiganj_upa_57.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3c/Hajiganj_in_Chattogram_division_%28Bangladesh%29.svg/960px-Hajiganj_in_Chattogram_division_%28Bangladesh%29.svg.png?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,হাজীগঞ্জ বাংলাদেশের চাঁদপুর জেলার অন্তর্গত একটি উপজেলা।,True
UPA_58,Upazila,Matlab North,মতলব উত্তর,DIST_6,চাঁদপুর,matlabnorth.chandpur.gov.bd,মতলব উত্তর উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%AE%E0%A6%A4%E0%A6%B2%E0%A6%AC%20%E0%A6%89%E0%A6%A4%E0%A7%8D%E0%A6%A4%E0%A6%B0%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/matlab_north_upa_58.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3c/Matlab_Uttar_in_Chattogram_division_%28Bangladesh%29.svg/960px-Matlab_Uttar_in_Chattogram_division_%28Bangladesh%29.svg.png?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,মতলব উত্তর বাংলাদেশের চাঁদপুর জেলার একটি প্রশাসনিক এলাকা।,True
UPA_59,Upazila,Faridgonj,ফরিদগঞ্জ,DIST_6,চাঁদপুর,faridgonj.chandpur.gov.bd,ফরিদগঞ্জ উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%AB%E0%A6%B0%E0%A6%BF%E0%A6%A6%E0%A6%97%E0%A6%9E%E0%A7%8D%E0%A6%9C%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/faridgonj_upa_59.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cb/Faridganj_in_Chattogram_division_%28Bangladesh%29.svg/960px-Faridganj_in_Chattogram_division_%28Bangladesh%29.svg.png?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,ফরিদগঞ্জ বাংলাদেশের চট্টগ্রাম বিভাগের এবং চাঁদপুর জেলার একটি উপজেলা। ১৯১৮ সালের ৭ অক্টোবর ফরিদগঞ্জ থানা এবং ১৯৮২ সালে ফরিদগঞ্জ উপজেলা প্রতিষ্ঠিত হয়। চাঁদপুর শহর থেকে মাত্র প্রায় ১৭ কিলোমিটার দূরে অবস্থিত ফরিদগঞ্জ শহর এই উপজেলার সদরদপ্তর।,True
UPA_60,Upazila,Lakshmipur Sadar,লক্ষ্মীপুর সদর,DIST_7,লক্ষ্মীপুর,sadar.lakshmipur.gov.bd,লক্ষ্মীপুর সদর উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%B2%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A7%8D%E0%A6%AE%E0%A7%80%E0%A6%AA%E0%A7%81%E0%A6%B0%20%E0%A6%B8%E0%A6%A6%E0%A6%B0%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/lakshmipur_sadar_upa_60.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/aa/Lakshmipur_Sadar_in_Chattogram_division_%28Bangladesh%29.svg/960px-Lakshmipur_Sadar_in_Chattogram_division_%28Bangladesh%29.svg.png?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,লক্ষ্মীপুর সদর উপজেলা বাংলাদেশের লক্ষ্মীপুর জেলার একটি প্রশাসনিক এলাকা।,True
UPA_61,Upazila,Kamalnagar,কমলনগর,DIST_7,লক্ষ্মীপুর,kamalnagar.lakshmipur.gov.bd,কমলনগর উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%95%E0%A6%AE%E0%A6%B2%E0%A6%A8%E0%A6%97%E0%A6%B0%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/kamalnagar_upa_61.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fa/KamalNagarUpozela.jpg/960px-KamalNagarUpozela.jpg?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,কমলনগর উপজেলা বাংলাদেশের লক্ষ্মীপুর জেলার একটি প্রশাসনিক এলাকা। লক্ষ্মীপুর জেলার পঞ্চম উপজেলা হিসেবে ২৮ সেপ্টেম্বর ২০০৬ তৎকালীন প্রধানমন্ত্রী বেগম খালেদা জিয়া এটি উদ্বোধন করেন।,True
UPA_62,Upazila,Raipur,রায়পুর,DIST_7,লক্ষ্মীপুর,raipur.lakshmipur.gov.bd,রায়পুর উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%B0%E0%A6%BE%E0%A6%AF%E0%A6%BC%E0%A6%AA%E0%A7%81%E0%A6%B0%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/raipur_upa_62.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/71/Raipur_in_Chattogram_division_%28Bangladesh%29.svg/960px-Raipur_in_Chattogram_division_%28Bangladesh%29.svg.png?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,"রায়পুর উপজেলা বাংলাদেশের লক্ষ্মীপুর জেলার একটি একটি প্রশাসনিক এলাকা। এটি লক্ষ্মীপুর-২ আসনে অন্তর্ভুক্ত৷ এ উপজেলা নারিকেল, সুপারি আর সয়াবিনের জন্য বিখ্যাত৷ ১০টি ইউনিয়ন ও এক পৌরসভা নিয়ে গঠিত এই উপজেলা৷
এই উপজেলায় একটি সরকারি কলেজ, চারটি বেসরকারি কলেজ রয়েছে৷ মাদ্রাসার মধ্যে রায়পুর আলীয়া এবং হায়দারগঞ্জ তাহেরীয়া মাদ্রাসায় অনার্স রয়েছে৷ এ উপজেলার অধিকাংশ মানুষ ব্যবসায়ী এবং প্রবাসী৷ বড় একটা অংশ কৃষিকাজের সাথে জড়িত৷",True
UPA_63,Upazila,Ramgati,রামগতি,DIST_7,লক্ষ্মীপুর,ramgati.lakshmipur.gov.bd,রামগতি উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%B0%E0%A6%BE%E0%A6%AE%E0%A6%97%E0%A6%A4%E0%A6%BF%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/ramgati_upa_63.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0f/RamgatiUpazila.jpg/960px-RamgatiUpazila.jpg?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,রামগতি উপজেলা বাংলাদেশের চট্টগ্রাম বিভাগের লক্ষ্মীপুর জেলার একটি প্রশাসনিক এলাকা।,True
UPA_64,Upazila,Ramganj,রামগঞ্জ,DIST_7,লক্ষ্মীপুর,ramganj.lakshmipur.gov.bd,রামগঞ্জ উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%B0%E0%A6%BE%E0%A6%AE%E0%A6%97%E0%A6%9E%E0%A7%8D%E0%A6%9C%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/ramganj_upa_64.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/10/Ramganj_in_Chattogram_division_%28Bangladesh%29.svg/960px-Ramganj_in_Chattogram_division_%28Bangladesh%29.svg.png?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,রামগঞ্জ উপজেলা বাংলাদেশের চট্টগ্রাম বিভাগের লক্ষ্মীপুর জেলার একটি গুরুত্বপূর্ণ প্রশাসনিক এলাকা।,True
UPA_65,Upazila,Rangunia,রাঙ্গুনিয়া,DIST_8,চট্টগ্রাম,rangunia.chittagong.gov.bd,রাঙ্গুনিয়া উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%B0%E0%A6%BE%E0%A6%99%E0%A7%8D%E0%A6%97%E0%A7%81%E0%A6%A8%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/rangunia_upa_65.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/48/Rangunia_College_Road.jpg/960px-Rangunia_College_Road.jpg?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,রাঙ্গুনিয়া বাংলাদেশের চট্টগ্রাম জেলার অন্তর্গত একটি উপজেলা। এটি কর্ণফুলী নদীর দুই পাড়ে অবস্থিত উত্তর রাঙ্গুনিয়া ও দক্ষিণ রাঙ্গুনিয়া এলাকার জনপদ নিয়ে গঠিত হয়েছে। চট্টগ্রাম শহর থেকে প্রায় ৩২ কিলোমিটার পূর্বে অবস্থিত এ উপজেলাটি আয়তনের দিক থেকে চট্টগ্রাম জেলার ষষ্ঠ বৃহত্তম এবং জনসংখ্যার দিক থেকে নবম জনবহুল উপজেলা।,True
UPA_66,Upazila,Sitakunda,সীতাকুন্ড,DIST_8,চট্টগ্রাম,sitakunda.chittagong.gov.bd,সীতাকুণ্ড উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%B8%E0%A7%80%E0%A6%A4%E0%A6%BE%E0%A6%95%E0%A7%81%E0%A6%A3%E0%A7%8D%E0%A6%A1%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/sitakunda_upa_66.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/66/ChandranathHillandMandir2.JPG/960px-ChandranathHillandMandir2.JPG?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,"সীতাকুণ্ড উপজেলা বাংলাদেশের চট্টগ্রাম জেলার অন্তর্গত একটি উপজেলা যা ৯টি ইউনিয়ন ও ১টি পৌরসভা নিয়ে গঠিত। এটি চট্টগ্রাম জেলার ১৫টি উপজেলার, বাংলাদেশের প্রশাসনিক ব্যবস্থার দ্বিতীয় স্তর, একটি। এটি চট্টগ্রাম বিভাগের অধীন চট্টগ্রাম জেলার মধ্যে একটি এবং চট্টগ্রাম জেলার উত্তরে অবস্থিত। চট্টগ্রাম নগরীর ৯ কি.মি. উত্তরে রাজধানী ঢাকা থেকে ২১৯ কি.মি.দক্ষিণে - ৩৫ কি.মি. দৈর্ঘ্য বিশিষ্ট গিরিসৈকতের মিলন কেন্দ্র বার আউলিয়ার পূণ্যভূমিতে সীতাকুন্ড থানার অবস্থান।",True
UPA_67,Upazila,Mirsharai,মীরসরাই,DIST_8,চট্টগ্রাম,mirsharai.chittagong.gov.bd,মীরসরাই উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%AE%E0%A7%80%E0%A6%B0%E0%A6%B8%E0%A6%B0%E0%A6%BE%E0%A6%87%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/mirsharai_upa_67.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/75/Mohamaya_Lake1.jpg/960px-Mohamaya_Lake1.jpg?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,মীরসরাই উপজেলা বাংলাদেশের চট্টগ্রাম বিভাগের চট্টগ্রাম জেলার অন্তর্গত একটি উপজেলা। এটি দুইটি থানা ও দুইটি পৌরসভা নিয়ে গঠিত।,True
UPA_68,Upazila,Patiya,পটিয়া,DIST_8,চট্টগ্রাম,patiya.chittagong.gov.bd,পটিয়া উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%AA%E0%A6%9F%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/patiya_upa_68.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/aa/Patiya_in_Chattogram_division_%28Bangladesh%29.svg/960px-Patiya_in_Chattogram_division_%28Bangladesh%29.svg.png?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,পটিয়া হচ্ছে বাংলাদেশের চট্টগ্রাম জেলার অন্তর্ভুক্ত একটি উপজেলা।,True
UPA_69,Upazila,Sandwip,সন্দ্বীপ,DIST_8,চট্টগ্রাম,sandwip.chittagong.gov.bd,সন্দ্বীপ উপজেলা,https://bn.wikipedia.org/wiki/%E0%A6%B8%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%AC%E0%A7%80%E0%A6%AA%20%E0%A6%89%E0%A6%AA%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE,https://pub-d8ff02e059814132b7f971370e65283d.r2.dev/places/upazilas/sandwip_upa_69.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/Sandwip_Ferry_Ghat.jpg/960px-Sandwip_Ferry_Ghat.jpg?utm_source=bn.wikipedia.org&utm_campaign=api&utm_content=thumbnail,সন্দ্বীপ বাংলাদেশের দক্ষিণ-পূর্ব উপকূলে বঙ্গোপসাগরে অবস্থিত চট্টগ্রাম জেলার অন্তর্গত উপজেলা। এটি বাংলাদেশের অত্যন্ত প্রাচীন একটি দ্বীপ। সন্দ্বীপ  চট্টগ্রাম জেলার বৃহত্তম উপজেলা।,True
