place_type,internal_id,parent_id,name_en,name_bn,latitude,longitude,website
District,DIST_31,DIV_4,Patuakhali,পটুয়াখালী,22.3596316,,www.patuakhali.gov.bd
District,DIST_32,DIV_4,Pirojpur,পিরোজপুর,22.5781398,,www.pirojpur.gov.bd
District,DIST_33,DIV_4,Barisal,বরিশাল,22.7004179,,www.barisal.gov.bd
District,DIST_34,DIV_4,Bhola,ভোলা,22.685923,,www.bhola.gov.bd
District,DIST_35,DIV_4,Barguna,বরগুনা,22.159182,,www.barguna.gov.bd
District,DIST_36,DIV_5,Sylhet,সিলেট,24.8897956,,www.sylhet.gov.bd
District,DIST_37,DIV_5,Moulvibazar,মৌলভীবাজার,24.482934,,www.moulvibazar.gov.bd
District,DIST_38,DIV_5,Habiganj,হবিগঞ্জ,24.374945,,www.habiganj.gov.bd
District,DIST_39,DIV_5,Sunamganj,সুনামগঞ্জ,25.0658042,,www.sunamganj.gov.bd
District,DIST_40,DIV_6,Narsingdi,নরসিংদী,23.932233,,www.narsingdi.gov.bd
District,DIST_41,DIV_6,Gazipur,গাজীপুর,24.0022858,,www.gazipur.gov.bd
District,DIST_42,DIV_6,Shariatpur,শরীয়তপুর,23.2060195,,www.shariatpur.gov.bd
District,DIST_43,DIV_6,Narayanganj,নারায়ণগঞ্জ,23.63366,,www.narayanganj.gov.bd
District,DIST_44,DIV_6,Tangail,টাঙ্গাইল,24.264145,,www.tangail.gov.bd
District,DIST_45,DIV_6,Kishoreganj,কিশোরগঞ্জ,24.444937,,www.kishoreganj.gov.bd
District,DIST_46,DIV_6,Manikganj,মানিকগঞ্জ,23.8602262,,www.manikganj.gov.bd
District,DIST_47,DIV_6,Dhaka,ঢাকা,23.7115253,,www.dhaka.gov.bd
District,DIST_48,DIV_6,Munshiganj,মুন্সিগঞ্জ,23.5435742,,www.munshiganj.gov.bd
District,DIST_49,DIV_6,Rajbari,রাজবাড়ী,23.7574305,,www.rajbari.gov.bd
District,DIST_50,DIV_6,Madaripur,মাদারীপুর,23.164102,,www.madaripur.gov.bd
District,DIST_51,DIV_6,Gopalganj,গোপালগঞ্জ,23.0050857,,www.gopalganj.gov.bd
District,DIST_52,DIV_6,Faridpur,ফরিদপুর,23.6070822,,www.faridpur.gov.bd
District,DIST_53,DIV_7,Panchagarh,পঞ্চগড়,26.3411,,www.panchagarh.gov.bd
District,DIST_54,DIV_7,Dinajpur,দিনাজপুর,25.6217061,,www.dinajpur.gov.bd
District,DIST_55,DIV_7,Lalmonirhat,লালমনিরহাট,25.9165451,,www.lalmonirhat.gov.bd
District,DIST_56,DIV_7,Nilphamari,নীলফামারী,25.931794,,www.nilphamari.gov.bd
District,DIST_57,DIV_7,Gaibandha,গাইবান্ধা,25.328751,,www.gaibandha.gov.bd
District,DIST_58,DIV_7,Thakurgaon,ঠাকুরগাঁও,26.0336945,,www.thakurgaon.gov.bd
District,DIST_59,DIV_7,Rangpur,রংপুর,25.7558096,,www.rangpur.gov.bd
District,DIST_60,DIV_7,Kurigram,কুড়িগ্রাম,25.805445,,www.kurigram.gov.bd
District,DIST_61,DIV_8,Sherpur,শেরপুর,25.0204933,,www.sherpur.gov.bd
District,DIST_62,DIV_8,Mymensingh,ময়মনসিংহ,24.7465670,,www.mymensingh.gov.bd
District,DIST_63,DIV_8,Jamalpur,জামালপুর,24.937533,,www.jamalpur.gov.bd
District,DIST_64,DIV_8,Netrokona,নেত্রকোণা,24.870955,,www.netrokona.gov.bd
Upazila,UPA_1,DIST_1,Debidwar,দেবিদ্বার,,,debidwar.comilla.gov.bd
Upazila,UPA_2,DIST_1,Barura,বরুড়া,,,barura.comilla.gov.bd
Upazila,UPA_3,DIST_1,Brahmanpara,ব্রাহ্মণপাড়া,,,brahmanpara.comilla.gov.bd
Upazila,UPA_4,DIST_1,Chandina,চান্দিনা,,,chandina.comilla.gov.bd
Upazila,UPA_5,DIST_1,Chauddagram,চৌদ্দগ্রাম,,,chauddagram.comilla.gov.bd
Upazila,UPA_6,DIST_1,Daudkandi,দাউদকান্দি,,,daudkandi.comilla.gov.bd
Upazila,UPA_7,DIST_1,Homna,হোমনা,,,homna.comilla.gov.bd
Upazila,UPA_8,DIST_1,Laksam,লাকসাম,,,laksam.comilla.gov.bd
Upazila,UPA_9,DIST_1,Muradnagar,মুরাদনগর,,,muradnagar.comilla.gov.bd
Upazila,UPA_10,DIST_1,Nangalkot,নাঙ্গলকোট,,,nangalkot.comilla.gov.bd
Upazila,UPA_11,DIST_1,Comilla Sadar,কুমিল্লা সদর,,,comillasadar.comilla.gov.bd
Upazila,UPA_12,DIST_1,Meghna,মেঘনা,,,meghna.comilla.gov.bd
Upazila,UPA_13,DIST_1,Monohargonj,মনোহরগঞ্জ,,,monohargonj.comilla.gov.bd
Upazila,UPA_14,DIST_1,Sadarsouth,সদর দক্ষিণ,,,sadarsouth.comilla.gov.bd
Upazila,UPA_15,DIST_1,Titas,তিতাস,,,titas.comilla.gov.bd
Upazila,UPA_16,DIST_1,Burichang,বুড়িচং,,,burichang.comilla.gov.bd
Upazila,UPA_17,DIST_1,Lalmai,লালমাই,,,lalmai.comilla.gov.bd
Upazila,UPA_18,DIST_2,Chhagalnaiya,ছাগলনাইয়া,,,chhagalnaiya.feni.gov.bd
Upazila,UPA_19,DIST_2,Feni Sadar,ফেনী সদর,,,sadar.feni.gov.bd
Upazila,UPA_20,DIST_2,Sonagazi,সোনাগাজী,,,sonagazi.feni.gov.bd
Upazila,UPA_21,DIST_2,Fulgazi,ফুলগাজী,,,fulgazi.feni.gov.bd
Upazila,UPA_22,DIST_2,Parshuram,পরশুরাম,,,parshuram.feni.gov.bd
Upazila,UPA_23,DIST_2,Daganbhuiyan,দাগনভূঞা,,,daganbhuiyan.feni.gov.bd
Upazila,UPA_24,DIST_3,Brahmanbaria Sadar,ব্রাহ্মণবাড়িয়া সদর,,,sadar.brahmanbaria.gov.bd
Upazila,UPA_25,DIST_3,Kasba,কসবা,,,kasba.brahmanbaria.gov.bd
Upazila,UPA_26,DIST_3,Nasirnagar,নাসিরনগর,,,nasirnagar.brahmanbaria.gov.bd
Upazila,UPA_27,DIST_3,Sarail,সরাইল,,,sarail.brahmanbaria.gov.bd
Upazila,UPA_28,DIST_3,Ashuganj,আশুগঞ্জ,,,ashuganj.brahmanbaria.gov.bd
Upazila,UPA_29,DIST_3,Akhaura,আখাউড়া,,,akhaura.brahmanbaria.gov.bd
Upazila,UPA_30,DIST_3,Nabinagar,নবীনগর,,,nabinagar.brahmanbaria.gov.bd
Upazila,UPA_31,DIST_3,Bancharampur,বাঞ্ছারামপুর,,,bancharampur.brahmanbaria.gov.bd
Upazila,UPA_32,DIST_3,Bijoynagar,বিজয়নগর,,,bijoynagar.brahmanbaria.gov.bd    
Upazila,UPA_33,DIST_4,Rangamati Sadar,রাঙ্গামাটি সদর,,,sadar.rangamati.gov.bd
Upazila,UPA_34,DIST_4,Kaptai,কাপ্তাই,,,kaptai.rangamati.gov.bd
Upazila,UPA_35,DIST_4,Kawkhali,কাউখালী,,,kawkhali.rangamati.gov.bd
Upazila,UPA_36,DIST_4,Baghaichari,বাঘাইছড়ি,,,baghaichari.rangamati.gov.bd
Upazila,UPA_37,DIST_4,Barkal,বরকল,,,barkal.rangamati.gov.bd
Upazila,UPA_38,DIST_4,Langadu,লংগদু,,,langadu.rangamati.gov.bd
Upazila,UPA_39,DIST_4,Rajasthali,রাজস্থলী,,,rajasthali.rangamati.gov.bd
Upazila,UPA_40,DIST_4,Belaichari,বিলাইছড়ি,,,belaichari.rangamati.gov.bd
Upazila,UPA_41,DIST_4,Juraichari,জুরাছড়ি,,,juraichari.rangamati.gov.bd
Upazila,UPA_42,DIST_4,Naniarchar,নানিয়ারচর,,,naniarchar.rangamati.gov.bd
Upazila,UPA_43,DIST_5,Noakhali Sadar,নোয়াখালী সদর,,,sadar.noakhali.gov.bd
Upazila,UPA_44,DIST_5,Companiganj,কোম্পানীগঞ্জ,,,companiganj.noakhali.gov.bd
Upazila,UPA_45,DIST_5,Begumganj,বেগমগঞ্জ,,,begumganj.noakhali.gov.bd
Upazila,UPA_46,DIST_5,Hatia,হাতিয়া,,,hatia.noakhali.gov.bd
Upazila,UPA_47,DIST_5,Subarnachar,সুবর্ণচর,,,subarnachar.noakhali.gov.bd
Upazila,UPA_48,DIST_5,Kabirhat,কবিরহাট,,,kabirhat.noakhali.gov.bd
Upazila,UPA_49,DIST_5,Senbug,সেনবাগ,,,senbug.noakhali.gov.bd
Upazila,UPA_50,DIST_5,Chatkhil,চাটখিল,,,chatkhil.noakhali.gov.bd
Upazila,UPA_51,DIST_5,Sonaimori,সোনাইমুড়ী,,,sonaimori.noakhali.gov.bd
Upazila,UPA_52,DIST_6,Haimchar,হাইমচর,,,haimchar.chandpur.gov.bd
Upazila,UPA_53,DIST_6,Kachua,কচুয়া,,,kachua.chandpur.gov.bd
Upazila,UPA_54,DIST_6,Shahrasti,শাহরাস্তি	,,,shahrasti.chandpur.gov.bd
Upazila,UPA_55,DIST_6,Chandpur Sadar,চাঁদপুর সদর,,,sadar.chandpur.gov.bd
Upazila,UPA_56,DIST_6,Matlab South,মতলব দক্ষিণ,,,matlabsouth.chandpur.gov.bd
Upazila,UPA_57,DIST_6,Hajiganj,হাজীগঞ্জ,,,hajiganj.chandpur.gov.bd
Upazila,UPA_58,DIST_6,Matlab North,মতলব উত্তর,,,matlabnorth.chandpur.gov.bd
Upazila,UPA_59,DIST_6,Faridgonj,ফরিদগঞ্জ,,,faridgonj.chandpur.gov.bd
Upazila,UPA_60,DIST_7,Lakshmipur Sadar,লক্ষ্মীপুর সদর,,,sadar.lakshmipur.gov.bd
Upazila,UPA_61,DIST_7,Kamalnagar,কমলনগর,,,kamalnagar.lakshmipur.gov.bd
Upazila,UPA_62,DIST_7,Raipur,রায়পুর,,,raipur.lakshmipur.gov.bd
Upazila,UPA_63,DIST_7,Ramgati,রামগতি,,,ramgati.lakshmipur.gov.bd
Upazila,UPA_64,DIST_7,Ramganj,রামগঞ্জ,,,ramganj.lakshmipur.gov.bd
Upazila,UPA_65,DIST_8,Rangunia,রাঙ্গুনিয়া,,,rangunia.chittagong.gov.bd
Upazila,UPA_66,DIST_8,Sitakunda,সীতাকুন্ড,,,sitakunda.chittagong.gov.bd
Upazila,UPA_67,DIST_8,Mirsharai,মীরসরাই,,,mirsharai.chittagong.gov.bd
Upazila,UPA_68,DIST_8,Patiya,পটিয়া,,,patiya.chittagong.gov.bd
Upazila,UPA_69,DIST_8,Sandwip,সন্দ্বীপ,,,sandwip.chittagong.gov.bd
Upazila,UPA_70,DIST_8,Banshkhali,বাঁশখালী,,,banshkhali.chittagong.gov.bd
Upazila,UPA_71,DIST_8,Boalkhali,বোয়ালখালী,,,boalkhali.chittagong.gov.bd
Upazila,UPA_72,DIST_8,Anwara,আনোয়ারা,,,anwara.chittagong.gov.bd
Upazila,UPA_73,DIST_8,Chandanaish,চন্দনাইশ,,,chandanaish.chittagong.gov.bd
Upazila,UPA_74,DIST_8,Satkania,সাতকানিয়া,,,satkania.chittagong.gov.bd
Upazila,UPA_75,DIST_8,Lohagara,লোহাগাড়া,,,lohagara.chittagong.gov.bd
Upazila,UPA_76,DIST_8,Hathazari,হাটহাজারী,,,hathazari.chittagong.gov.bd
Upazila,UPA_77,DIST_8,Fatikchhari,ফটিকছড়ি,,,fatikchhari.chittagong.gov.bd
Upazila,UPA_78,DIST_8,Raozan,রাউজান,,,raozan.chittagong.gov.bd
Upazila,UPA_79,DIST_8,Karnafuli,কর্ণফুলী,,,karnafuli.chittagong.gov.bd
Upazila,UPA_80,DIST_9,Coxsbazar Sadar,কক্সবাজার সদর,,,sadar.coxsbazar.gov.bd
Upazila,UPA_81,DIST_9,Chakaria,চকরিয়া,,,chakaria.coxsbazar.gov.bd
Upazila,UPA_82,DIST_9,Kutubdia,কুতুবদিয়া,,,kutubdia.coxsbazar.gov.bd
Upazila,UPA_83,DIST_9,Ukhiya,উখিয়া,,,ukhiya.coxsbazar.gov.bd
Upazila,UPA_84,DIST_9,Moheshkhali,মহেশখালী,,,moheshkhali.coxsbazar.gov.bd
Upazila,UPA_85,DIST_9,Pekua,পেকুয়া,,,pekua.coxsbazar.gov.bd
Upazila,UPA_86,DIST_9,Ramu,রামু,,,ramu.coxsbazar.gov.bd
Upazila,UPA_87,DIST_9,Teknaf,টেকনাফ,,,teknaf.coxsbazar.gov.bd
Upazila,UPA_88,DIST_10,Khagrachhari Sadar,খাগড়াছড়ি সদর,,,sadar.khagrachhari.gov.bd
Upazila,UPA_89,DIST_10,Dighinala,দিঘীনালা,,,dighinala.khagrachhari.gov.bd
Upazila,UPA_90,DIST_10,Panchari,পানছড়ি,,,panchari.khagrachhari.gov.bd
Upazila,UPA_91,DIST_10,Laxmichhari,লক্ষীছড়ি,,,laxmichhari.khagrachhari.gov.bd
Upazila,UPA_92,DIST_10,Mohalchari,মহালছড়ি,,,mohalchari.khagrachhari.gov.bd
Upazila,UPA_93,DIST_10,Manikchari,মানিকছড়ি,,,manikchari.khagrachhari.gov.bd
Upazila,UPA_94,DIST_10,Ramgarh,রামগড়,,,ramgarh.khagrachhari.gov.bd
Upazila,UPA_95,DIST_10,Matiranga,মাটিরাঙ্গা,,,matiranga.khagrachhari.gov.bd
Upazila,UPA_96,DIST_10,Guimara,গুইমারা,,,guimara.khagrachhari.gov.bd
Upazila,UPA_97,DIST_11,Bandarban Sadar,বান্দরবান সদর,,,sadar.bandarban.gov.bd
Upazila,UPA_98,DIST_11,Alikadam,আলীকদম,,,alikadam.bandarban.gov.bd
Upazila,UPA_99,DIST_11,Naikhongchhari,নাইক্ষ্যংছড়ি,,,naikhongchhari.bandarban.gov.bd
Upazila,UPA_100,DIST_11,Rowangchhari,রোয়াংছড়ি,,,rowangchhari.bandarban.gov.bd
Upazila,UPA_101,DIST_11,Lama,লামা,,,lama.bandarban.gov.bd
Upazila,UPA_102,DIST_11,Ruma,রুমা,,,ruma.bandarban.gov.bd
Upazila,UPA_103,DIST_11,Thanchi,থানচি,,,thanchi.bandarban.gov.bd
Upazila,UPA_104,DIST_12,Belkuchi,বেলকুচি,,,belkuchi.sirajganj.gov.bd
Upazila,UPA_105,DIST_12,Chauhali,চৌহালি,,,chauhali.sirajganj.gov.bd
Upazila,UPA_106,DIST_12,Kamarkhand,কামারখন্দ,,,kamarkhand.sirajganj.gov.bd
Upazila,UPA_107,DIST_12,Kazipur,কাজীপুর,,,kazipur.sirajganj.gov.bd
Upazila,UPA_108,DIST_12,Raigonj,রায়গঞ্জ,,,raigonj.sirajganj.gov.bd
Upazila,UPA_109,DIST_12,Shahjadpur,শাহজাদপুর,,,shahjadpur.sirajganj.gov.bd
Upazila,UPA_110,DIST_12,Sirajganj Sadar,সিরাজগঞ্জ সদর,,,sirajganjsadar.sirajganj.gov.bd
Upazila,UPA_111,DIST_12,Tarash,তাড়াশ,,,tarash.sirajganj.gov.bd
Upazila,UPA_112,DIST_12,Ullapara,উল্লাপাড়া,,,ullapara.sirajganj.gov.bd
Upazila,UPA_113,DIST_13,Sujanagar,সুজানগর,,,sujanagar.pabna.gov.bd
Upazila,UPA_114,DIST_13,Ishurdi,ঈশ্বরদী,,,ishurdi.pabna.gov.bd
Upazila,UPA_115,DIST_13,Bhangura,ভাঙ্গুড়া,,,bhangura.pabna.gov.bd
Upazila,UPA_116,DIST_13,Pabna Sadar,পাবনা সদর,,,pabnasadar.pabna.gov.bd
Upazila,UPA_117,DIST_13,Bera,বেড়া,,,bera.pabna.gov.bd
Upazila,UPA_118,DIST_13,Atghoria,আটঘরিয়া,,,atghoria.pabna.gov.bd
Upazila,UPA_119,DIST_13,Chatmohar,চাটমোহর,,,chatmohar.pabna.gov.bd
Upazila,UPA_120,DIST_13,Santhia,সাঁথিয়া,,,santhia.pabna.gov.bd
Upazila,UPA_121,DIST_13,Faridpur,ফরিদপুর,,,faridpur.pabna.gov.bd
Upazila,UPA_122,DIST_14,Kahaloo,কাহালু,,,kahaloo.bogra.gov.bd
Upazila,UPA_123,DIST_14,Bogra Sadar,বগুড়া সদর,,,sadar.bogra.gov.bd
Upazila,UPA_124,DIST_14,Shariakandi,সারিয়াকান্দি,,,shariakandi.bogra.gov.bd
Upazila,UPA_125,DIST_14,Shajahanpur,শাজাহানপুর,,,shajahanpur.bogra.gov.bd
Upazila,UPA_126,DIST_14,Dupchanchia,দুপচাচিঁয়া,,,dupchanchia.bogra.gov.bd
Upazila,UPA_127,DIST_14,Adamdighi,আদমদিঘি,,,adamdighi.bogra.gov.bd
Upazila,UPA_128,DIST_14,Nondigram,নন্দিগ্রাম,,,nondigram.bogra.gov.bd
Upazila,UPA_129,DIST_14,Sonatala,সোনাতলা,,,sonatala.bogra.gov.bd
Upazila,UPA_130,DIST_14,Dhunot,ধুনট,,,dhunot.bogra.gov.bd
Upazila,UPA_131,DIST_14,Gabtali,গাবতলী,,,gabtali.bogra.gov.bd
Upazila,UPA_132,DIST_14,Sherpur,শেরপুর,,,sherpur.bogra.gov.bd
Upazila,UPA_133,DIST_14,Shibganj,শিবগঞ্জ,,,shibganj.bogra.gov.bd
Upazila,UPA_134,DIST_15,Paba,পবা,,,paba.rajshahi.gov.bd
Upazila,UPA_135,DIST_15,Durgapur,দুর্গাপুর,,,durgapur.rajshahi.gov.bd
Upazila,UPA_136,DIST_15,Mohonpur,মোহনপুর,,,mohonpur.rajshahi.gov.bd
Upazila,UPA_137,DIST_15,Charghat,চারঘাট,,,charghat.rajshahi.gov.bd
Upazila,UPA_138,DIST_15,Puthia,পুঠিয়া,,,puthia.rajshahi.gov.bd
Upazila,UPA_139,DIST_15,Bagha,বাঘা,,,bagha.rajshahi.gov.bd
Upazila,UPA_140,DIST_15,Godagari,গোদাগাড়ী,,,godagari.rajshahi.gov.bd
Upazila,UPA_141,DIST_15,Tanore,তানোর,,,tanore.rajshahi.gov.bd
Upazila,UPA_142,DIST_15,Bagmara,বাগমারা,,,bagmara.rajshahi.gov.bd
Upazila,UPA_143,DIST_16,Natore Sadar,নাটোর সদর,,,natoresadar.natore.gov.bd
Upazila,UPA_144,DIST_16,Singra,সিংড়া,,,singra.natore.gov.bd
Upazila,UPA_145,DIST_16,Baraigram,বড়াইগ্রাম,,,baraigram.natore.gov.bd
Upazila,UPA_146,DIST_16,Bagatipara,বাগাতিপাড়া,,,bagatipara.natore.gov.bd
Upazila,UPA_147,DIST_16,Lalpur,লালপুর,,,lalpur.natore.gov.bd
Upazila,UPA_148,DIST_16,Gurudaspur,গুরুদাসপুর,,,gurudaspur.natore.gov.bd
Upazila,UPA_149,DIST_16,Naldanga,নলডাঙ্গা,,,naldanga.natore.gov.bd
Upazila,UPA_150,DIST_17,Akkelpur,আক্কেলপুর,,,akkelpur.joypurhat.gov.bd
Upazila,UPA_151,DIST_17,Kalai,কালাই,,,kalai.joypurhat.gov.bd
Upazila,UPA_152,DIST_17,Khetlal,ক্ষেতলাল,,,khetlal.joypurhat.gov.bd
Upazila,UPA_153,DIST_17,Panchbibi,পাঁচবিবি,,,panchbibi.joypurhat.gov.bd
Upazila,UPA_154,DIST_17,Joypurhat Sadar,জয়পুরহাট সদর,,,joypurhatsadar.joypurhat.gov.bd
Upazila,UPA_155,DIST_18,Chapainawabganj Sadar,চাঁপাইনবাবগঞ্জ সদর,,,chapainawabganjsadar.chapainawabganj.gov.bd
Upazila,UPA_156,DIST_18,Gomostapur,গোমস্তাপুর,,,gomostapur.chapainawabganj.gov.bd
Upazila,UPA_157,DIST_18,Nachol,নাচোল,,,nachol.chapainawabganj.gov.bd
Upazila,UPA_158,DIST_18,Bholahat,ভোলাহাট,,,bholahat.chapainawabganj.gov.bd
Upazila,UPA_159,DIST_18,Shibganj,শিবগঞ্জ,,,shibganj.chapainawabganj.gov.bd
Upazila,UPA_160,DIST_19,Mohadevpur,মহাদেবপুর,,,mohadevpur.naogaon.gov.bd
Upazila,UPA_161,DIST_19,Badalgachi,বদলগাছী,,,badalgachi.naogaon.gov.bd
Upazila,UPA_162,DIST_19,Patnitala,পত্নিতলা,,,patnitala.naogaon.gov.bd
Upazila,UPA_163,DIST_19,Dhamoirhat,ধামইরহাট,,,dhamoirhat.naogaon.gov.bd
Upazila,UPA_164,DIST_19,Niamatpur,নিয়ামতপুর,,,niamatpur.naogaon.gov.bd
Upazila,UPA_165,DIST_19,Manda,মান্দা,,,manda.naogaon.gov.bd
Upazila,UPA_166,DIST_19,Atrai,আত্রাই,,,atrai.naogaon.gov.bd
Upazila,UPA_167,DIST_19,Raninagar,রাণীনগর,,,raninagar.naogaon.gov.bd
Upazila,UPA_168,DIST_19,Naogaon Sadar,নওগাঁ সদর,,,naogaonsadar.naogaon.gov.bd
Upazila,UPA_169,DIST_19,Porsha,পোরশা,,,porsha.naogaon.gov.bd
Upazila,UPA_170,DIST_19,Sapahar,সাপাহার,,,sapahar.naogaon.gov.bd
Upazila,UPA_171,DIST_20,Manirampur,মণিরামপুর,,,manirampur.jessore.gov.bd
Upazila,UPA_172,DIST_20,Abhaynagar,অভয়নগর,,,abhaynagar.jessore.gov.bd
Upazila,UPA_173,DIST_20,Bagherpara,বাঘারপাড়া,,,bagherpara.jessore.gov.bd
Upazila,UPA_174,DIST_20,Chougachha,চৌগাছা,,,chougachha.jessore.gov.bd
Upazila,UPA_175,DIST_20,Jhikargacha,ঝিকরগাছা,,,jhikargacha.jessore.gov.bd
Upazila,UPA_176,DIST_20,Keshabpur,কেশবপুর,,,keshabpur.jessore.gov.bd
Upazila,UPA_177,DIST_20,Jessore Sadar,যশোর সদর,,,sadar.jessore.gov.bd
Upazila,UPA_178,DIST_20,Sharsha,শার্শা,,,sharsha.jessore.gov.bd
Upazila,UPA_179,DIST_21,Assasuni,আশাশুনি,,,assasuni.satkhira.gov.bd
Upazila,UPA_180,DIST_21,Debhata,দেবহাটা,,,debhata.satkhira.gov.bd
Upazila,UPA_181,DIST_21,Kalaroa,কলারোয়া,,,kalaroa.satkhira.gov.bd
Upazila,UPA_182,DIST_21,Satkhira Sadar,সাতক্ষীরা সদর,,,satkhirasadar.satkhira.gov.bd
Upazila,UPA_183,DIST_21,Shyamnagar,শ্যামনগর,,,shyamnagar.satkhira.gov.bd
Upazila,UPA_184,DIST_21,Tala,তালা,,,tala.satkhira.gov.bd
Upazila,UPA_185,DIST_21,Kaliganj,কালিগঞ্জ,,,kaliganj.satkhira.gov.bd
Upazila,UPA_186,DIST_22,Mujibnagar,মুজিবনগর,,,mujibnagar.meherpur.gov.bd
Upazila,UPA_187,DIST_22,Meherpur Sadar,মেহেরপুর সদর,,,meherpursadar.meherpur.gov.bd
Upazila,UPA_188,DIST_22,Gangni,গাংনী,,,gangni.meherpur.gov.bd
Upazila,UPA_189,DIST_23,Narail Sadar,নড়াইল সদর,,,narailsadar.narail.gov.bd
Upazila,UPA_190,DIST_23,Lohagara,লোহাগড়া,,,lohagara.narail.gov.bd
Upazila,UPA_191,DIST_23,Kalia,কালিয়া,,,kalia.narail.gov.bd
Upazila,UPA_192,DIST_24,Chuadanga Sadar,চুয়াডাঙ্গা সদর,,,chuadangasadar.chuadanga.gov.bd
Upazila,UPA_193,DIST_24,Alamdanga,আলমডাঙ্গা,,,alamdanga.chuadanga.gov.bd
Upazila,UPA_194,DIST_24,Damurhuda,দামুড়হুদা,,,damurhuda.chuadanga.gov.bd
Upazila,UPA_195,DIST_24,Jibannagar,জীবননগর,,,jibannagar.chuadanga.gov.bd
Upazila,UPA_196,DIST_25,Kushtia Sadar,কুষ্টিয়া সদর,,,kushtiasadar.kushtia.gov.bd
Upazila,UPA_197,DIST_25,Kumarkhali,কুমারখালী,,,kumarkhali.kushtia.gov.bd
Upazila,UPA_198,DIST_25,Khoksa,খোকসা,,,khoksa.kushtia.gov.bd
Upazila,UPA_199,DIST_25,Mirpur,মিরপুর,,,mirpurkushtia.kushtia.gov.bd
Upazila,UPA_200,DIST_25,Daulatpur,দৌলতপুর,,,daulatpur.kushtia.gov.bd
