place_type,internal_id,parent_id,name_en,name_bn,latitude,longitude,website
Village,OSM_node_6162865807,,Mugar Chor,মুগার চর,23.6171401,90.5767393,
Village,OSM_node_6162865808,,Menikhali,মেনিখালী,23.6193027,90.5724048,
Village,OSM_node_6162865809,,Chowdhuri Gao,চৌধুরীগাঁও,23.6236598,90.5744889,
Village,OSM_node_6162919837,,Bibijhora,বিবি জোহরা,23.6168403,90.5520469,
Mahalla,OSM_node_6163506015,,Nanakhi Bazar,নানাখি বাজার,23.7028429,90.5849409,
Mahalla,OSM_node_6163528406,,Uttar Solla Para,উত্তর সল্লা পাড়া,23.6527796,90.6108892,
Mahalla,OSM_node_6163528407,,Dakshin Solla Para,দক্ষিণ সল্লা পাড়া,23.650362,90.6115115,
Mahalla,OSM_node_6163528408,,Krishna Para,কৃষ্ণপাড়া,23.6448387,90.6100121,
Mahalla,OSM_node_6165175450,,Chengail,চেঙ্গাইল,23.7148062,90.5540693,
Mahalla,OSM_node_6165175451,,Madanpur,মদনপুর,23.7076942,90.557245,
Village,OSM_node_6177715123,,Kalagachhia,কলাগাছিয়া,23.6013026,90.5162984,
Village,OSM_node_6177715124,,Kadamrasul,কদমরসুল,23.599533,90.5140024,
Village,OSM_node_6178523531,,Khilpara,খিলপাড়া,23.532722,90.4597256,
Mahalla,OSM_node_6348457685,,Kamrangirchor,কামরাঙ্গীরচর,23.7161108,90.3685989,
Village,OSM_node_6355813569,,Kathaldia,কাঁঠালদিয়া,23.8060484,90.455973,
Mahalla,OSM_node_6356798177,,Khilkhet,খিলক্ষেত,23.8316678,90.4248321,
Mahalla,OSM_node_6469630866,,Aamhatta (Jallarpar),আমহট্ট,23.6091591,90.4999099,
Mahalla,OSM_node_6483321402,,Paikpara,পাইকপাড়া,23.606078,90.4981573,
Mahalla,OSM_node_6517497240,,Titipara,টিটিপাড়া,23.724667,90.4278033,
Mahalla,OSM_node_6517559026,,Shahjahanpur Railway Colony,শাহজাহানপুর রেলওয়ে কলোনি,23.7418638,90.4239533,
Mahalla,OSM_node_6538843560,,Ahmed Nagar,আহমেদ নগর,23.7936268,90.3600837,
Mahalla,OSM_node_6538843561,,Shah Ali Bagh,শাহ আলী বাগ,23.7974702,90.3563554,
Mahalla,OSM_node_6538859550,,Monipur,মনিপুর,23.8007553,90.366653,
Mahalla,OSM_node_6538880411,,Basati Housing,বসতি হাউজিং,23.8003725,90.3603177,
Mahalla,OSM_node_6538885127,,Borobagh,বড়বাগ,23.8031161,90.3644269,
Mahalla,OSM_node_6548910409,,Sher-E-Bangla Nagar,শের-এ-বাংলা নগর,23.7741959,90.3754853,
Mahalla,OSM_node_6642896630,,Abdul Rafiq Housing,আব্দুল রফিক হাউজিং,23.768279,90.3517225,
Mahalla,OSM_node_6642910891,,Mofizbagh Housing,মফিজবাগ হাউজিং,23.7683262,90.3506805,
Mahalla,OSM_node_6717775240,,Pallabi,পল্লবী,23.8249938,90.3579782,
Mahalla,OSM_node_6730021153,,Bihari Camp,বিহারি ক্যাম্প,23.6125469,90.5037643,
Mahalla,OSM_node_6730021154,,Noyamati,নয়ামাটি,23.6132937,90.5040214,
Mahalla,OSM_node_6730252493,,Mondol Para,মণ্ডল পাড়া,23.61063,90.5025679,
Mahalla,OSM_node_6772711306,,Elahibag,এলাহিবাগ,23.7456336,90.4403008,
Mahalla,OSM_node_6784312557,,Mukti Housing,মুক্তি হাউজিং,23.7858083,90.3717024,
Mahalla,OSM_node_6786775142,,Gulistan,গুলিস্তান,23.7249037,90.4120785,
Mahalla,OSM_node_6834351428,,Shahjahanpur,শাহজাহানপুর,23.7407406,90.4240134,
Mahalla,OSM_node_6904597258,,CAAB Colony,ক্যাব কলোনি,23.8453284,90.4167101,
Mahalla,OSM_node_6904613980,,Amtola,আমতলা,23.8582776,90.4253774,
Mahalla,OSM_node_6904636076,,Kurmitola,কুর্মিটোলা,23.8251851,90.4057949,
Mahalla,OSM_node_6904716435,,Nikunja 1,নিকুঞ্জ ১,23.8242795,90.4191806,
Mahalla,OSM_node_6904716905,,Nikunja 2,নিকুঞ্জ ২,23.8322982,90.4171673,
Mahalla,OSM_node_6904801439,,Bhuiyan Para,ভূঁইয়া পাড়া,23.8709818,90.4241811,
Mahalla,OSM_node_6904831437,,Uttara ABM City,উত্তরা এবিএম সিটি,23.8944525,90.4364754,
Mahalla,OSM_node_6904846587,,Kotbari Bazar,কোটবাড়ী বাজার,23.8809825,90.4072432,
Mahalla,OSM_node_6905005795,,Uttar Khan,উত্তর খান,23.8814882,90.437178,
Mahalla,OSM_node_6920832276,,Nur Para,নুরপাড়া,23.8243708,90.4726332,
Mahalla,OSM_node_6920873825,,Paschim Hajipara,পশ্চিম হাজিপাড়া,23.8285382,90.4723596,
Mahalla,OSM_node_6924452088,,Kamalapur,কমলাপুর,23.7304029,90.4247983,
Village,OSM_node_7559147601,,Hazratpur,হযরতপুর,23.743616,90.2461221,
Village,OSM_node_7559147603,,Banagram,বনগ্রাম,23.8173854,90.3110503,
Village,OSM_node_7562554651,,Bhakurta,ভাকুর্তা,23.769577,90.2827261,
Mahalla,OSM_node_7571872791,,Kalna,কালনা,23.1939907,89.6938309,
Mahalla,OSM_node_7577636011,,ভাটিয়াপাড়া,ভাটিয়াপাড়া,23.2135303,89.7101058,
Mouza,OSM_node_7667949509,,Palash Molla Bari,মোল্লা বাড়ি,23.977682,90.6533387,
Village,OSM_node_8061917027,,Poradia,পোড়াদিয়া,24.1580675,90.8081011,
Village,OSM_node_8061918565,,Rajarampur,রাজারামপুর,24.1540911,90.8164125,
Village,OSM_node_8061932746,,Chandipara,চন্ডিপাড়া,24.152388,90.8095554,
Village,OSM_node_8061947845,,Binnabaid,বিন্নাবাইদ,24.1596699,90.8145091,
Village,OSM_node_8061949078,,Rayergaon,রায়েরগাও,24.1597,90.7981962,
Village,OSM_node_8061950595,,Kawarteki,কাওয়ারটেকি,24.1475579,90.8135585,
Village,OSM_node_8061965454,,Radhakhali,রাধাখালী,24.1406876,90.8210798,
Village,OSM_node_8061967406,,Bangalgaon,বাঙ্গালগাঁও,24.1415421,90.7897906,
Village,OSM_node_8061969302,,Tongirtek,টঙ্গীরটেক,24.1457112,90.7927765,
Village,OSM_node_8061972040,,Bhengarduba,ভেঙ্গারডুবা,24.1370471,90.8022172,
Village,OSM_node_8061988073,,Nondarampur,নন্দারামপুর,24.1437364,90.8020475,
Village,OSM_node_8086742179,,Bir Baghber,বীর বাঘবের,24.125348,90.8160379,
Village,OSM_node_8086748235,,Patuli,পাটুলি,24.1327238,90.8156551,
Mahalla,OSM_node_8483930222,,Paity,পাইটি,23.7253864,90.4807056,
Mahalla,OSM_node_8483986158,,Demra,ডেমরা,23.7284914,90.4974041,
Village,OSM_node_8887870479,,Shilarchar,শিলারচর,23.3237628,90.5754394,
Mahalla,OSM_node_8889514796,,Shimultola,শিমুলতলা,23.7885732,90.3654816,
Mahalla,OSM_node_8948933297,,Jhilpar,ঝিলপাড়,23.7870863,90.3650313,
Mahalla,OSM_node_8948933299,,Bow Bazar,বউ বাজার,23.7890822,90.3624993,
Mahalla,OSM_node_8953203672,,Motijheel,মতিঝিল,23.7272598,90.4211957,
Mahalla,OSM_node_8953925035,,Mirpur,মিরপুর,23.8123629,90.3640891,
Mahalla,OSM_node_8968735495,,Agargaon,আগারগাঁও,23.781597,90.3762317,
Mahalla,OSM_node_8968772336,,Kazipara,কাজীপাড়া,23.7989627,90.3703076,
Mahalla,OSM_node_8968799603,,Shewrapara,শেওড়াপাড়া,23.7932392,90.3766243,
Mahalla,OSM_node_8973762524,,Folpotti,ফলপট্টি,23.8061192,90.3680624,
Mahalla,OSM_node_8973762525,,Kolwala Para,কলওয়ালা পাড়া,23.7976429,90.3545093,
Mahalla,OSM_node_8973762526,,Shah Shaheb Nogor,শাহ সাহেব নগর,23.7892641,90.356698,
Mahalla,OSM_node_8982494282,,Habuler Pukurpar,হাবুলের পুকুরপাড়,23.7929478,90.3603047,
Mahalla,OSM_node_8989397855,,Amtola,আমতলা,23.7846745,90.3676719,
Mahalla,OSM_node_8989423001,,Ibrahimpur,ইব্রাহিমপুর,23.7953947,90.3843326,
Mahalla,OSM_node_9021942369,,Segunbagicha,সেগুনবাগিচা,23.7340321,90.4076745,
Mahalla,OSM_node_9021942370,,Noya Paltan,নয়া পল্টন,23.7356527,90.4132052,
Mahalla,OSM_node_9024316832,,Shiddheswari,সিদ্ধেশ্বরী,23.7443956,90.4104633,
Mahalla,OSM_node_9024343174,,Malibagh,মালিবাগ,23.7464464,90.4159433,
Mahalla,OSM_node_9024343176,,Shahidbagh,শহীদবাগ,23.7432007,90.4206265,
Mahalla,OSM_node_9024389533,,Shantinagar,শান্তিনগর,23.7385358,90.4139156,
Mahalla,OSM_node_9024389534,,Rajarbag,রাজারবাগ,23.7395964,90.4171128,
Mahalla,OSM_node_9024389536,,Hajipara,হাজীপাড়া,23.7580096,90.4181052,
Mahalla,OSM_node_9024389538,,Rajabazar,রাজাবাজার,23.7549507,90.3848351,
Mahalla,OSM_node_9024389539,,Sobhanbag,সোবহানবাগ,23.7559523,90.3775127,
Mahalla,OSM_node_9024389540,,Kolabagan,কলাবাগান,23.7488966,90.3821314,
Mahalla,OSM_node_9024389542,,Kathalbagan,কাঠালবাগান,23.7478163,90.3889764,
Mahalla,OSM_node_9024430197,,Johuri Moholla,জহুরী মহল্লা,23.771339,90.362621,
Mahalla,OSM_node_9024430198,,Bijli Moholla,বিজলি মহল্লা,23.769282,90.3612584,
Mahalla,OSM_node_9024430199,,Aziz Moholla,আজিজ মহল্লা,23.7677944,90.3614945,
Mahalla,OSM_node_9024489330,,Tejgaon,তেজগাঁও,23.7628204,90.3912992,
Mahalla,OSM_node_9024489331,,Mogbazar,মগবাজার,23.7519698,90.4079665,
Mahalla,OSM_node_9026037312,,Mugda,মুগদা,23.7291223,90.4335651,
Mahalla,OSM_node_9027812715,,Rampura,রামপুরা,23.7626126,90.4205675,
Mahalla,OSM_node_9028978729,,Shahjadpur,শাহজাদপুর,23.7884856,90.4237741,
Mahalla,OSM_node_9029057082,,Satarkul,সাতারকুল,23.7860655,90.4459859,
Mahalla,OSM_node_9029090354,,Bhatara,ভাটারা,23.8000302,90.4338301,
Mahalla,OSM_node_9029141717,,Tolarbag,টোলারবাগ,23.7914553,90.3518833,
Mahalla,OSM_node_9031188306,,Nakhalpara,নাখালপাড়া,23.7688388,90.3960119,
Mahalla,OSM_node_9031188308,,Paikpara,পাইকপাড়া,23.7884405,90.3610923,
Mahalla,OSM_node_9031188309,,Pirerbag,পীরেরবাগ,23.7901781,90.3666203,
Mahalla,OSM_node_9031306963,,Kafrul,কাফরুল,23.7891719,90.3863131,
Mahalla,OSM_node_9031452193,,Bongshal,বংশাল,23.7176039,90.4066335,
Mahalla,OSM_node_9031452194,,Nawabpur,নবাবপুর,23.7168771,90.4118102,
Mahalla,OSM_node_9031452195,,Wari,ওয়ারী,23.7186574,90.4153989,
Mahalla,OSM_node_9031452196,,Armanitola,আরমানিটোলা,23.7139744,90.4016165,
Mahalla,OSM_node_9031486862,,Bashabo,বাসাবো,23.7405474,90.4333478,
Mahalla,OSM_node_9031486863,,Goran,গোড়ান,23.747854,90.4336267,
Mahalla,OSM_node_9031486865,,Madartek,মাদারটেক,23.7431008,90.4399835,
Mahalla,OSM_node_9031543667,,Azimpur,আজিমপুর,23.7252946,90.3834641,
Mahalla,OSM_node_9031543668,,Lalbag,লালবাগ,23.7180752,90.3846389,
Mahalla,OSM_node_9031839911,,Shahbag,শাহবাগ,23.7373359,90.3961724,
Mahalla,OSM_node_9032373441,,Maniknagar,মানিকনগর,23.7231537,90.4328687,
Mahalla,OSM_node_9032373442,,Saydabad,সায়দাবাদ,23.7158555,90.4279227,
Mahalla,OSM_node_9033906917,,Kuril,কুড়িল,23.8197279,90.42364,
Mahalla,OSM_node_9033978368,,Nurer Chala,নুরের চালা,23.7957069,90.4331606,
Mahalla,OSM_node_9034042879,,Shukrabad,শুক্রাবাদ,23.7537064,90.3797806,
Mahalla,OSM_node_9034444571,,Azampur,আজমপুর,23.8665496,90.4100105,
Mahalla,OSM_node_9035013164,,Chawkbazar,চকবাজার,23.715323,90.3954354,
Mahalla,OSM_node_9035871157,,Baunia,বাউনিয়া,23.8496408,90.3870016,
Mahalla,OSM_node_9036243801,,Bishil,বিশিল,23.7962741,90.3499241,
Mahalla,OSM_node_9037174038,,Nobaberbag,নবাবেরবাগ,23.8089595,90.3413192,
Village,OSM_node_9037174040,,Kaundia,কাউন্দিয়া,23.7982893,90.3357831,
Mahalla,OSM_node_9037174042,,Lalkuthi,লালকুঠি,23.7894836,90.3465441,
Village,OSM_node_9037214386,,Aminbazar,আমিনবাজার,23.7864942,90.330182,
Village,OSM_node_9037214387,,Bordeshi,বরদেশী,23.7837527,90.3293907,
Mahalla,OSM_node_9037252045,,Lalmati,লালমাটি,23.8183169,90.377726,
Mahalla,OSM_node_9039591054,,Joar Sahara,জোয়ার সাহারা,23.8175844,90.4180097,
Mahalla,OSM_node_9040804054,,Beraid,বেরাইদ,23.7999829,90.4757268,
Mahalla,OSM_node_9044596293,,Jolshiri Abashon,জলসিঁড়ি আবাসন,23.8111867,90.5008885,
Mahalla,OSM_node_9044627628,,Gendaria,গেন্ডারিয়া,23.7029148,90.4240806,
Mahalla,OSM_node_9044653284,,Postogola,পোস্তগোলা,23.6917791,90.4287048,
Mahalla,OSM_node_9044656200,,Tikatuli,টিকাটুলি,23.7189757,90.424011,
Mahalla,OSM_node_9044667576,,Chairman Bari,চেয়ারম্যান বাড়ি,23.7881472,90.4010004,
Mahalla,OSM_node_9044670144,,Rayer Bazar,রায়ের বাজার,23.7450029,90.3629553,
Mahalla,OSM_node_9044670146,,Jigatola,জিগাতলা,23.7390073,90.3710009,
Mahalla,OSM_node_9044700736,,Shyampur,শ্যামপুর,23.6855403,90.4394712,
Mahalla,OSM_node_9044700737,,Pagla,পাগলা,23.6692886,90.4599966,
Mahalla,OSM_node_9044700738,,Matuail,মাতুয়াইল,23.7029393,90.463095,
Mahalla,OSM_node_9044700739,,Shonir Akhra,শনির আখড়া,23.7036614,90.4508803,
Mahalla,OSM_node_9044700740,,Dholairpar,ধোলাইরপাড়,23.7026053,90.4353396,
Mahalla,OSM_node_9044757150,,Staff Quarter,স্টাফ কোয়ার্টার,23.7436803,90.3683557,
Mahalla,OSM_node_9052262819,,Dhaka Cantonment,ঢাকা সেনানিবাস,23.8047931,90.3986929,
Mahalla,OSM_node_9052262820,,Mirpur Cantonment,মিরপুর সেনানিবাস,23.8389781,90.359597,
Village,OSM_node_9052558606,,Sadullapur,সাদুল্লাপুর,23.837045,90.3209531,
Village,OSM_node_9052565707,,Rajason,রাজাসন,23.8471519,90.2759737,
Village,OSM_node_9053788504,,Birulia,বিরুলিয়া,23.8501655,90.3339337,
Mahalla,OSM_node_9056157965,,Jurain,জুরাইন,23.6962458,90.4343127,
Mahalla,OSM_node_9057685710,,Zinzira,জিঞ্জিরা,23.7063869,90.3959837,
Mahalla,OSM_node_9057685711,,Ekuria,ইকুরিয়া,23.6831129,90.4195817,
